MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
366966210,2024-01-01 00:00:00,37.28684,-76.15901,7.6,189.8,189.0,MCALLISTER SISTERS,IMO7638480,WAE7159,31.0,0.0,30.0,12.0,4.8,31.0,A
367641460,2024-01-01 00:00:02,41.64157,-70.92131,0.0,354.0,511.0,REALIST,IMO8841814,WDH6772,31.0,0.0,26.0,8.0,3.5,31.0,A
368177790,2024-01-01 00:00:02,18.46279,-66.113,0.0,335.9,75.0,HORNBLOWERSIMPLICITY,,WDL9302,65.0,0.0,21.0,7.0,6.4,65.0,A
367592640,2024-01-01 00:00:05,29.83857,-90.04105,0.0,107.6,511.0,CAPT CJ,,WDG9929,31.0,0.0,21.0,7.0,2.8,31.0,A
367113620,2024-01-01 00:00:08,33.76039,-118.19236,5.4,227.3,511.0,SPIRIT,,WDD2309,69.0,0.0,30.0,6.0,0.0,69.0,A
368214170,2024-01-01 00:00:08,27.84403,-97.5235,0.0,7.8,268.0,BUD GOLDING,,WDM5261,57.0,12.0,207.0,18.0,3.4,52.0,A
367666930,2024-01-01 00:00:06,40.92118,-73.16539,0.0,0.0,511.0,S-251SMITHTOWNDPS,,WDH9329,55.0,0.0,9.0,3.0,1.0,55.0,A
366972950,2024-01-01 00:00:02,28.93765,-95.33784,3.8,248.5,253.0,FRANCES M DEVALL,,WQZ6719,31.0,0.0,19.0,7.0,0.5,31.0,A
368082340,2024-01-01 00:00:02,35.20828,-75.70291,0.0,264.0,138.0,RODANTHE,IMO9841112,WDK7223,65.0,0.0,53.0,18.0,4.0,65.0,A
367062810,2024-01-01 00:00:01,35.87101,-75.75439,0.0,360.0,511.0,OCRACOKE,,WAP3947,60.0,0.0,43.0,14.0,0.0,60.0,A
367169000,2024-01-01 00:00:02,30.20851,-91.04974,0.0,188.0,282.0,ZEPHYR,,WDM6615,57.0,12.0,382.0,29.0,3.3,57.0,A
368219430,2024-01-01 00:00:08,25.74208,-80.17886,0.0,180.9,191.0,GENESIS,IMO9060156,WDM5806,37.0,0.0,18.0,5.0,0.0,37.0,A
316042022,2024-01-01 00:00:08,49.31204,-123.10688,0.0,255.5,187.0,SEASPAN RAPTOR,IMO9766994,,52.0,0.0,24.0,11.0,5.3,52.0,A
352001438,2024-01-01 00:00:13,37.20325,-76.11756,0.0,354.1,350.0,LIGNUM GRID,IMO9897975,3E2671,70.0,1.0,180.0,32.0,7.5,70.0,A
367047170,2024-01-01 00:00:05,45.64741,-122.73944,0.0,348.7,288.0,MAVERICK,,WDC5837,52.0,0.0,26.0,8.0,3.2,52.0,A
367535270,2024-01-01 00:00:05,27.85258,-97.06696,0.0,334.4,511.0,LADY JUNE,,WDG4316,31.0,12.0,23.0,10.0,2.8,31.0,A
367513190,2024-01-01 00:00:01,46.09065,-122.93206,0.0,5.0,105.0,PORTLAND,IMO8118035,WDG2201,52.0,0.0,27.0,10.0,3.8,52.0,A
316018772,2024-01-01 00:00:34,49.19788,-122.94512,0.0,352.9,511.0,SCEPTRE COLUMBIA,,,33.0,3.0,73.0,18.0,0.3,33.0,A
368124590,2024-01-01 00:00:07,29.6141,-95.01853,0.0,229.1,86.0,CECIL M,IMO9901855,WDL3746,52.0,0.0,30.0,13.0,6.2,52.0,A
367092740,2024-01-01 00:00:05,27.86494,-97.16465,0.0,360.0,511.0,MR DEAN,IMO8644383,WDC8768,31.0,8.0,32.0,9.0,3.0,31.0,A
367129820,2024-01-01 00:00:05,30.20822,-90.49149,0.0,360.0,511.0,JACKIE,,WDC2913,31.0,15.0,19.0,7.0,2.3,22.0,A
368240920,2024-01-01 00:00:04,17.52756,-67.06129,6.8,143.0,140.0,HOS MAVERICK,IMO9385257,WDM8176,79.0,0.0,85.0,18.0,3.9,79.0,A
368090850,2024-01-01 00:00:02,29.42521,-94.71861,0.0,196.8,225.0,LOUISE NEWELL,,WDK8102,31.0,12.0,22.0,9.0,3.0,31.0,A
366834350,2024-01-01 00:00:02,29.77415,-95.10067,0.3,46.0,327.0,SAN JOAQUIN,,WDA6619,31.0,12.0,73.0,12.0,3.4,52.0,A
368211990,2024-01-01 00:00:00,40.69963,-74.15191,0.0,308.8,359.0,J ARNOLD WITTE,,WDM5041,52.0,0.0,23.0,8.0,3.0,52.0,A
368182290,2024-01-01 00:00:01,18.33495,-64.92149,0.0,293.4,310.0,LADY LORRIANE,,WDL9795,37.0,0.0,30.0,8.0,2.0,37.0,A
636021579,2024-01-01 00:00:08,31.73702,-79.86054,12.4,53.2,55.0,BUNUN TREASURE,IMO9894715,5LEQ7,70.0,0.0,180.0,30.0,9.6,70.0,A
367311510,2024-01-01 00:00:06,30.049,-90.56917,0.1,182.0,269.0,ST THERESE,,WDD9442,52.0,0.0,22.0,9.0,2.8,52.0,A
368279270,2024-01-01 00:00:07,30.73864,-88.0419,4.9,198.1,195.0,JULEANN TORRENCE,,WDN4244,57.0,0.0,148.0,23.0,2.7,57.0,A
316004950,2024-01-01 00:00:03,46.91816,-84.9454,13.3,157.9,155.0,SAGINAW,IMO5173876,VF2560,70.0,0.0,193.0,22.0,5.5,70.0,A
368238290,2024-01-01 00:00:01,29.45325,-89.61618,5.3,286.1,511.0,A.B. CENAC,,WDM7894,52.0,15.0,15.0,7.0,0.0,52.0,A
367013240,2024-01-01 00:00:00,29.94758,-90.16798,0.0,119.4,511.0,CONNIE Z,IMO0000198,WDF2944,52.0,0.0,17.0,8.0,9.0,52.0,A
371860000,2024-01-01 00:00:07,32.65425,-79.66697,9.8,121.3,122.0,MSC LORENA,IMO9320403,3EBO9,72.0,0.0,275.0,32.0,10.4,72.0,A
367049010,2024-01-01 00:00:06,29.87845,-89.89944,0.0,160.9,511.0,MISS TERRY,,WAO2809,30.0,15.0,13.0,5.0,0.0,30.0,A
367416420,2024-01-01 00:00:07,21.31012,-157.86888,0.0,326.2,511.0,FREEDOM,IMO8666501,WDE9353,52.0,0.0,28.0,11.0,3.6,52.0,A
339094000,2024-01-01 00:00:01,25.3119,-80.28096,0.0,331.9,89.0,ELYSIAN,,6YWA5,37.0,0.0,40.0,8.0,2.0,37.0,A
368063440,2024-01-01 00:00:01,37.77723,-122.3007,4.4,87.2,90.0,CARINA,,WDK5289,60.0,0.0,42.0,12.0,2.5,60.0,A
369305000,2024-01-01 00:00:07,40.26479,-73.97586,0.1,52.5,311.0,MAGDALEN,IMO9652210,WDJ7547,33.0,3.0,109.0,24.0,7.8,33.0,A
367037240,2024-01-01 00:00:11,46.16814,-123.91428,0.0,0.0,511.0,IRON LADY,IMO8120258,WTK5059,30.0,3.0,21.0,6.0,0.2,30.0,A
367584550,2024-01-01 00:00:13,30.20853,-90.49165,0.0,82.2,8.0,MR LEON,IMO0640586,WDG9122,31.0,5.0,14.0,8.0,2.7,57.0,A
538004371,2024-01-01 00:00:06,41.33926,-69.3961,11.8,152.6,151.0,ELANDRA BALTIC,IMO9482562,V7WR2,80.0,0.0,183.0,32.0,8.7,80.0,A
316014160,2024-01-01 00:00:07,44.76914,-82.82253,12.7,161.1,159.0,MANITOULIN,IMO8810918,XJBX,70.0,0.0,203.0,24.0,7.0,70.0,A
338570000,2024-01-01 00:00:00,32.63659,-117.23232,9.2,209.6,213.0,BAYPORT,IMO8993784,WCZ4240,33.0,0.0,98.0,17.0,6.5,33.0,A
538010185,2024-01-01 00:00:05,29.98271,-90.3964,0.0,70.7,332.0,SFL OTTAWA,IMO9593012,V7A5726,80.0,5.0,274.0,48.0,9.3,80.0,A
368331910,2024-01-01 00:00:07,40.64123,-74.16394,0.0,228.6,284.0,GRACE MCALLISTER,IMO1339569,WDN9965,52.0,0.0,28.0,12.0,0.0,52.0,A
366972280,2024-01-01 00:00:07,29.73769,-95.15658,0.0,39.1,511.0,JOEY DEVALL,,WYB7063,31.0,0.0,18.0,7.0,2.0,31.0,A
367661220,2024-01-01 00:00:00,40.50405,-80.11299,0.0,358.9,110.0,VULCAN,,WDH8763,31.0,0.0,31.0,8.0,3.0,57.0,A
367639270,2024-01-01 00:00:05,29.99013,-90.80499,6.0,46.0,51.0,DENNIS FROMENTHAL,,WDH6560,31.0,12.0,88.0,54.0,3.4,57.0,A
338215000,2024-01-01 00:00:02,30.0158,-88.72136,0.1,161.2,160.0,HARVEY GLADIATOR,IMO9752515,WDH6366,70.0,0.0,61.0,14.0,3.1,70.0,A
367613790,2024-01-01 00:00:00,30.15014,-89.53748,7.0,263.2,258.0,JOHN DEMPSEY,,WDH4061,31.0,12.0,211.0,18.0,3.0,57.0,A
563005200,2024-01-01 00:00:08,19.5314,-66.69375,12.7,86.0,88.0,EPIC SAMOS,IMO9733557,9V2722,80.0,0.0,120.0,21.0,5.5,80.0,A
316001257,2024-01-01 00:00:08,49.34954,-123.32838,20.2,211.5,212.0,QUEEN OF OAK BAY,IMO7902283,VG8234,60.0,0.0,139.0,28.0,5.4,60.0,A
366985310,2024-01-01 00:00:00,37.85631,-122.47769,0.0,267.1,278.0,BAY MONARCH,,WCZ9381,60.0,0.0,39.0,12.0,2.4,60.0,A
366996190,2024-01-01 00:00:05,32.69022,-80.22372,0.0,119.4,341.0,ISLAND FOX,,WDK5842,52.0,0.0,17.0,7.0,2.5,52.0,A
368151830,2024-01-01 00:00:05,47.61658,-122.51168,0.0,62.6,511.0,MORE COWBELL,IMO0000000,WDL6550,37.0,,13.0,4.0,,,B
368141480,2024-01-01 00:00:04,47.65876,-122.37911,0.0,214.6,511.0,FOXY LADY,IMO8964563,WDL5479,30.0,0.0,39.0,10.0,3.0,30.0,A
367674860,2024-01-01 00:00:05,39.37336,-74.42028,0.0,198.4,511.0,MISS TAYLOR,IMO0000000,WDI2113,30.0,,15.0,8.0,,,B
367029470,2024-01-01 00:00:04,42.34313,-71.02303,7.4,91.1,92.0,BOSTON PILOT CHELSEA,,WDC4722,50.0,0.0,15.0,4.0,0.0,50.0,A
338387252,2024-01-01 00:00:03,33.98271,-118.45119,0.0,360.0,511.0,QUACKERS,,,99.0,15.0,0.0,0.0,0.0,99.0,A
327801007,2024-01-01 00:00:05,17.68354,-64.74062,10.4,335.6,335.0,SVITZER CATUAN,IMO9788253,HIAA34,52.0,0.0,24.0,11.0,5.8,52.0,A
368219290,2024-01-01 00:00:01,29.37606,-94.87119,0.0,305.3,105.0,DEFENDER,IMO1319784,WDM5794,31.0,12.0,26.0,6.0,2.8,31.0,A
367666110,2024-01-01 00:00:06,29.76629,-91.71423,5.9,288.1,511.0,JAX,,WDH9245,31.0,0.0,12.0,8.0,5.7,31.0,A
366997610,2024-01-01 00:00:08,29.56966,-90.71694,0.0,270.7,511.0,SHIFTER II,,WDH8268,31.0,0.0,15.0,5.0,2.4,31.0,A
367015930,2024-01-01 00:00:09,29.26563,-89.35339,0.0,57.7,511.0,MISS APRIL,,WDC3896,52.0,5.0,18.0,6.0,2.0,52.0,A
367477560,2024-01-01 00:00:10,29.98532,-90.40553,0.0,208.4,292.0,CAPT PIC NAQUIN,,WDF6760,31.0,0.0,225.0,42.0,3.2,57.0,A
367741140,2024-01-01 00:00:07,40.69518,-74.1441,0.0,327.1,258.0,ANDREA,IMO8966717,WDI8687,31.0,0.0,28.0,9.0,4.0,31.0,A
368064650,2024-01-01 00:00:08,33.72369,-118.27976,0.0,360.0,511.0,KIN SHIP,,WDK5421,37.0,15.0,26.0,6.0,0.0,37.0,A
367474680,2024-01-01 00:00:06,29.64549,-90.32289,5.6,87.7,511.0,PABST,IMO0000047,WDM5955,31.0,0.0,61.0,18.0,3.1,57.0,A
367363590,2024-01-01 00:00:00,46.13685,-123.02222,2.8,120.7,112.0,CLARKSTON,,WDE5220,31.0,12.0,83.0,49.0,3.0,57.0,A
368135270,2024-01-01 00:00:00,40.70354,-74.00595,0.0,160.5,239.0,CURIOSITY,,WDL4831,60.0,0.0,29.0,8.0,0.0,60.0,A
367640860,2024-01-01 00:00:04,39.03625,-76.36805,7.6,200.3,511.0,AMY E HEBERT,IMO7047667,WDN5704,31.0,0.0,32.0,9.0,4.0,31.0,A
367709930,2024-01-01 00:00:02,29.51635,-94.51364,4.9,242.8,238.0,CAPT DAVID CARRIERE,IMO1265926,WDI5570,31.0,12.0,116.0,34.0,3.1,57.0,A
367457250,2024-01-01 00:00:00,29.32007,-94.78528,0.0,321.5,303.0,GALVESTON,IMO1227743,WDF4916,50.0,0.0,22.0,6.0,0.0,50.0,A
367544060,2024-01-01 00:00:04,34.78901,-90.47559,8.9,162.3,148.0,ANN ELISE,,WDG5175,31.0,12.0,215.0,34.0,2.6,57.0,A
316001251,2024-01-01 00:00:05,49.25881,-123.68245,19.8,78.7,80.0,QUEEN OF COWICHAN,IMO7411143,CZ4990,60.0,0.0,139.0,27.0,5.2,60.0,A
368165580,2024-01-01 00:00:04,30.43089,-91.20822,0.6,125.9,123.0,PARKER JAMES,,WDL8010,57.0,12.0,205.0,22.0,0.0,57.0,A
367622520,2024-01-01 00:00:03,29.98607,-90.39888,0.2,268.4,511.0,MAGNOLIA,IMO125279100,WDH4902,31.0,12.0,22.0,10.0,0.0,31.0,A
357456000,2024-01-01 00:00:09,39.20473,-73.48466,0.1,288.5,299.0,FUGRO EXPLORER,IMO9208564,3FEV9,90.0,3.0,80.0,16.0,4.5,90.0,A
367104050,2024-01-01 00:00:04,34.38979,-120.11743,0.5,228.8,511.0,RYAN T,IMO8982591,WDC9570,60.0,0.0,31.0,8.0,0.0,60.0,A
367530220,2024-01-01 00:00:04,47.65733,-122.37949,0.0,347.3,511.0,MARIA MARU,IMO8886008,WDG3842,30.0,0.0,21.0,6.0,3.9,30.0,A
367662840,2024-01-01 00:00:02,40.70941,-73.98542,0.0,179.3,511.0,MAJESTIC PRINCESS,,WDH8920,60.0,0.0,33.0,8.0,2.2,60.0,A
235108525,2024-01-01 00:00:08,28.69839,-89.35055,10.6,330.7,330.0,KMARIN RESPECT,IMO9683001,2ICH7,89.0,0.0,250.0,44.0,8.8,89.0,A
366978210,2024-01-01 00:00:04,29.33813,-94.77504,10.5,3.9,511.0,DEWITT C GREER,IMO9102019,WCP3759,66.0,0.0,77.0,20.0,3.3,66.0,A
367455780,2024-01-01 00:00:04,29.14708,-90.22358,0.0,226.9,511.0,ZACHARY TAYLOR,IMO8982589,WDF4780,60.0,13.0,38.0,9.0,0.0,60.0,A
368216230,2024-01-01 00:00:04,29.75991,-95.07394,5.2,125.9,131.0,KYLE SMITH,IMO1308580,WDM5469,57.0,12.0,24.0,10.0,3.1,0.0,A
367676480,2024-01-01 00:00:03,48.755,-122.50335,0.0,67.3,511.0,VIS,IMO0000000,WDL2853,30.0,,18.0,7.0,,,B
368213030,2024-01-01 00:00:03,18.34047,-64.79463,0.0,360.0,511.0,FREEDOM,IMO0000000,WDM5146,36.0,,14.0,7.0,,,B
338134545,2024-01-01 00:00:01,43.63762,-70.21318,7.3,329.9,331.0,PATRICIA ANN,IMO0000000,,30.0,,15.0,5.0,,,B
368039750,2024-01-01 00:00:01,38.57271,-90.22858,0.0,54.8,511.0,PRAIRIE HARVEST,,WDK2871,31.0,0.0,22.0,9.0,2.9,31.0,A
338467989,2024-01-01 00:00:00,33.98099,-118.45214,0.1,360.0,511.0,STELLA POLARIS,IMO0000000,,37.0,,11.0,4.0,,,B
338390908,2024-01-01 00:00:07,32.76087,-117.2351,0.0,360.0,511.0,MISTY DAWN,IMO0000000,WBB2438,37.0,,12.0,4.0,,,B
636020434,2024-01-01 00:00:05,27.81656,-96.24401,0.5,351.0,235.0,CELESTE NOVA,IMO9534054,D5ZF7,80.0,0.0,333.0,60.0,20.9,80.0,A
309372000,2024-01-01 00:00:00,48.35158,-124.33041,14.4,115.9,114.0,MOZU ARROW,IMO8918227,C6NI8,70.0,0.0,186.0,30.0,8.4,70.0,A
367455140,2024-01-01 00:00:00,38.63296,-75.61691,0.0,204.0,202.0,D GRAY KIMEL,,WCZ9768,31.0,0.0,16.0,8.0,2.5,31.0,A
636015975,2024-01-01 00:00:04,40.32887,-73.87755,0.0,124.2,207.0,AGIOS DIMITRIOS,IMO9349605,D5DU8,71.0,0.0,299.0,40.0,10.3,71.0,A
367453030,2024-01-01 00:00:04,30.35172,-81.62033,0.0,360.0,511.0,AEGEAN DAWN,IMO7721988,WDL4296,31.0,11.0,32.0,10.0,5.0,31.0,A
367159090,2024-01-01 00:00:03,36.83902,-76.29134,0.0,285.8,218.0,WILLIAM E POOLE,,WDD5490,52.0,0.0,23.0,8.0,2.1,52.0,A
338479456,2024-01-01 00:00:01,31.10982,-81.46804,30.4,293.4,284.0,CAT SPLASH FEVER,IMO0000000,,37.0,,9.0,3.0,,,B
367444940,2024-01-01 00:00:00,28.95033,-92.03654,20.4,338.1,511.0,WILDCAT,IMO9076296,WDH8013,69.0,0.0,49.0,10.0,1.8,69.0,A
366995360,2024-01-01 00:00:06,30.37544,-91.22739,0.0,221.8,103.0,UNCLE BUD,,WDC2592,31.0,12.0,79.0,11.0,2.6,52.0,A
367432180,2024-01-01 00:00:06,35.50759,-90.01387,0.0,285.7,27.0,DENNIS J PASENTINE,,WDF2813,31.0,12.0,42.0,10.0,3.1,31.0,A
367694720,2024-01-01 00:00:06,40.64177,-74.19303,0.0,360.0,511.0,JANET D,IMO7327847,WDI4058,31.0,0.0,23.0,9.0,2.5,99.0,A
369970479,2024-01-01 00:00:05,38.98416,-76.46728,0.0,346.7,351.0,YP-705,IMO100000705,NFEC,99.0,0.0,38.0,9.0,3.2,99.0,A
338127859,2024-01-01 00:00:03,42.04602,-87.68337,0.0,360.0,511.0,VOBAL,IMO0000000,,20.0,,2.0,2.0,,,B
368004350,2024-01-01 00:00:03,30.52417,-91.26953,7.2,64.3,511.0,ROGER L KNIGHT,,WDJ7200,31.0,12.0,39.0,19.0,2.9,57.0,A
367551680,2024-01-01 00:00:01,29.75742,-95.09406,0.1,311.4,27.0,SAMMY TATE,,WDG5920,31.0,12.0,113.0,18.0,2.9,0.0,A
368167380,2024-01-01 00:00:01,29.23982,-89.34361,29.0,170.3,511.0,ANNA BELLE,IMO0000000,WDL8203,60.0,,16.0,5.0,,,B
368096750,2024-01-01 00:00:01,42.61241,-70.65274,0.0,360.0,511.0,PRINCESS LAURA,IMO7728663,WDK8719,30.0,15.0,25.0,7.0,12.2,99.0,A
367391920,2024-01-01 00:00:07,29.11942,-90.20748,0.0,87.1,163.0,GOL SUPPORTER,IMO9559157,WDP3262,70.0,0.0,62.0,14.0,4.0,70.0,A
367309480,2024-01-01 00:00:07,45.9756,-122.83595,0.0,272.1,150.0,W E IVANOFF,,WDD9292,52.0,0.0,17.0,6.0,2.0,52.0,A
366796250,2024-01-01 00:00:01,39.20126,-74.64137,0.0,236.3,511.0,ILLINOIS,IMO0580274,WYQ3689,33.0,0.0,69.0,20.0,0.0,33.0,A
367770980,2024-01-01 00:00:04,49.29218,-123.00347,0.0,152.7,268.0,BILL GOBEL,IMO9835812,WDJ3749,52.0,12.0,147.0,22.0,4.4,52.0,A
245639000,2024-01-01 00:00:03,37.08098,-76.10723,10.4,328.3,330.0,FRASERBORG,IMO9419319,PCJS,79.0,0.0,156.0,16.0,7.7,79.0,A
367171050,2024-01-01 00:00:02,30.51393,-91.22447,0.0,294.6,511.0,GEORGE E MARBLE,,WDD6300,52.0,0.0,16.0,7.0,2.4,52.0,A
368027230,2024-01-01 00:00:02,47.52315,-122.39718,2.1,91.2,88.0,WSF SUQUAMISH,IMO9801782,WDJ9559,60.0,0.0,110.0,25.0,0.0,60.0,A
367400370,2024-01-01 00:00:01,44.31598,-124.29924,5.4,198.7,180.0,NORDIC VALOR,,WDE8006,30.0,0.0,23.0,8.0,0.0,30.0,A
366904890,2024-01-01 00:00:00,46.7849,-86.66804,11.2,85.2,85.0,HON JAMES L OBERSTAR,IMO5322518,WL3108,70.0,0.0,246.0,24.0,7.7,70.0,A
367751160,2024-01-01 00:00:06,29.93439,-89.98743,0.0,3.9,302.0,CHARLIE C,,WDI9685,31.0,0.0,211.0,18.0,3.1,52.0,A
366983480,2024-01-01 00:00:05,30.44102,-91.19229,0.1,153.6,511.0,MARGARET F COOPER,,WDB9825,52.0,0.0,32.0,8.0,3.8,52.0,A
367005520,2024-01-01 00:00:04,30.27014,-91.61513,0.0,284.1,138.0,CREOLE SUE,IMO521156000,WDC3303,31.0,0.0,115.0,18.0,2.4,57.0,A
366921780,2024-01-01 00:00:05,29.31155,-94.80687,0.5,291.4,511.0,JUPITER,IMO8835138,WAK3719,52.0,0.0,27.0,11.0,5.0,52.0,A
367641540,2024-01-01 00:00:02,27.84166,-97.51427,1.9,112.3,118.0,CAROL ANN GOLDING,,WDH6780,31.0,0.0,116.0,34.0,2.8,57.0,A
367793980,2024-01-01 00:00:01,41.68122,-83.48201,0.0,357.4,225.0,CLEVELAND,,WDJ6062,52.0,15.0,19.0,7.0,0.0,52.0,A
352983000,2024-01-01 00:00:02,32.63216,-78.86585,14.2,80.8,82.0,MSC STELLA,IMO9279989,H8PA,71.0,0.0,304.0,40.0,10.1,71.0,A
367156260,2024-01-01 00:00:00,29.59709,-90.66566,0.0,13.0,204.0,WARREN THOMAS,IMO9399454,WDJ6269,90.0,0.0,46.0,11.0,0.0,0.0,A
367484250,2024-01-01 00:00:07,29.99389,-90.01973,0.0,15.9,254.0,COMMANDER,IMO1232449,WDF7413,31.0,12.0,120.0,34.0,2.8,57.0,A
367007240,2024-01-01 00:00:07,29.94382,-90.3844,0.0,353.4,297.0,ALLISON S,IMO1020475,WDC3396,52.0,0.0,28.0,9.0,0.0,52.0,A
368330600,2024-01-01 00:00:07,30.05809,-93.71737,0.0,205.0,511.0,FLORENCE DAVIS,IMO8231484,WDN7949,57.0,12.0,118.0,34.0,2.9,57.0,A
368097780,2024-01-01 00:00:04,30.05909,-93.52116,4.0,86.8,88.0,EVERARD DUPRE,IMO101269035,WDK8825,52.0,12.0,112.0,18.0,2.9,57.0,A
366966060,2024-01-01 00:00:04,30.29017,-86.62297,8.2,273.0,272.0,CONSORT,IMO8317693,WDH6873,31.0,0.0,32.0,9.0,0.0,31.0,A
538008990,2024-01-01 00:00:03,32.93501,-117.82593,12.3,334.5,335.0,MAGNOLIA EXPRESS,IMO9901427,V7A4167,80.0,0.0,183.0,32.0,7.9,80.0,A
368251250,2024-01-01 00:00:01,28.41537,-80.60915,0.0,360.0,511.0,BAYOU BANDIT,IMO7391032,WDM9280,52.0,0.0,21.0,8.0,3.0,52.0,A
367633230,2024-01-01 00:00:01,30.4553,-91.19248,0.0,127.8,353.0,ASHLEY,,WDK9484,52.0,0.0,20.0,8.0,2.6,52.0,A
367537450,2024-01-01 00:00:05,29.93721,-90.32573,0.1,303.6,249.0,WILLIAM S,IMO9670286,WDG4522,31.0,0.0,29.0,11.0,3.7,90.0,A
368180460,2024-01-01 00:00:01,37.80279,-122.39769,0.0,241.9,229.0,DELTA DEANNA,IMO9833979,WDL9594,52.0,0.0,34.0,10.0,6.1,52.0,A
303682000,2024-01-01 00:00:00,29.6114,-94.92705,0.0,347.1,511.0,3301 BOOSTER,,WCG5821,37.0,15.0,38.0,17.0,0.0,0.0,A
367388530,2024-01-01 00:00:04,36.95272,-76.32846,0.0,300.6,107.0,FORT BRAGG,IMO8943935,WDE7065,52.0,0.0,28.0,10.0,4.0,52.0,A
368199000,2024-01-01 00:00:03,24.87096,-80.32943,14.1,227.2,229.0,AMERICAN PRIDE,IMO9763863,KAPD,80.0,0.0,183.0,32.0,11.3,80.0,A
368287070,2024-01-01 00:00:02,29.70159,-89.9838,0.0,174.7,250.0,BOYCE B,,WDN5104,52.0,0.0,72.0,9.0,3.1,52.0,A
367719770,2024-01-01 00:00:01,29.9221,-89.97328,0.0,360.0,511.0,THOMAS JEFFERSON,IMO0241522,WDI6544,60.0,15.0,34.0,20.0,0.0,90.0,A
367011830,2024-01-01 00:00:00,38.44293,-82.60177,0.0,172.0,168.0,MT. AIRY,IMO100662083,WDC3641,52.0,12.0,34.0,12.0,2.8,57.0,A
367544960,2024-01-01 00:00:01,40.54442,-74.25204,3.0,180.9,177.0,THUNDER,,WDG5276,52.0,0.0,24.0,10.0,2.8,52.0,A
368926258,2024-01-01 00:00:09,39.26331,-76.60283,0.0,144.1,511.0,CATLETT,,AESZ,33.0,15.0,19.0,7.0,0.0,33.0,A
636019582,2024-01-01 00:00:09,36.80558,-75.1753,0.3,60.7,302.0,MSC ARICA,IMO9619452,D5VE2,70.0,0.0,299.0,48.0,13.7,70.0,A
367591760,2024-01-01 00:00:05,29.60987,-94.98965,0.1,147.0,511.0,DIAMOND LUGGER,,WDG9849,52.0,0.0,21.0,8.0,1.3,52.0,A
563052600,2024-01-01 00:00:05,36.71406,-123.95407,10.9,329.7,330.0,CAP JACKSON,IMO9484560,9V2249,91.0,0.0,264.0,32.0,10.1,91.0,A
367007870,2024-01-01 00:00:04,19.9885,-155.10443,8.0,321.4,319.0,HENRY SAUSE,IMO7530078,WTW9259,32.0,12.0,33.0,11.0,4.0,32.0,A
368250110,2024-01-01 00:00:05,29.59352,-94.4126,0.6,69.3,60.0,JOSEPH ALFED DEVALL,,WDM9158,32.0,5.0,22.0,9.0,2.8,32.0,A
366764730,2024-01-01 00:00:03,32.69591,-117.1525,0.0,288.1,251.0,SCOUT,IMO9188570,WCZ2046,31.0,0.0,34.0,12.0,5.2,31.0,A
366920910,2024-01-01 00:00:02,32.83688,-79.89509,0.3,356.5,47.0,THOMAS DANN,IMO8003307,WDG9719,31.0,0.0,36.0,9.0,5.0,39.0,A
367552410,2024-01-01 00:00:01,39.919,-75.13533,0.1,136.5,511.0,ANNABELLE DOROTHY MO,IMO9650406,WDG5993,31.0,0.0,26.0,10.0,8.4,57.0,A
311000635,2024-01-01 00:00:00,28.91222,-94.30961,12.5,95.7,102.0,SONANGOL CAZENGA,IMO9766310,C6DC3,80.0,0.0,274.0,48.0,13.4,80.0,A
367030520,2024-01-01 00:00:04,34.4963,-90.59199,0.0,347.7,511.0,BIG DADDY,,WDC4779,31.0,15.0,27.0,8.0,0.0,31.0,A
368218350,2024-01-01 00:00:03,35.10631,-90.0841,0.0,98.8,264.0,SHAILESH D,,WDM5698,57.0,12.0,40.0,10.0,3.7,57.0,A
367796070,2024-01-01 00:00:01,29.78992,-95.0804,0.0,52.6,324.0,BRYCE MORGAN,IMO1277320,WDJ6268,31.0,12.0,113.0,34.0,2.7,57.0,A
366961460,2024-01-01 00:00:06,30.04921,-90.53825,0.0,150.0,278.0,DAVID G SEHRT,IMO100500046,WDL2146,31.0,12.0,178.0,33.0,3.6,57.0,A
368133450,2024-01-01 00:00:00,33.7184,-118.23353,7.0,231.8,235.0,DARELL HIATT,IMO1301246,WDL4645,31.0,12.0,27.0,10.0,3.3,31.0,A
368424000,2024-01-01 00:00:05,29.36824,-92.94034,10.5,115.9,119.0,CROSBY GUARDIAN,IMO9572288,WDH3357,52.0,0.0,39.0,12.0,0.0,52.0,A
367702370,2024-01-01 00:00:04,30.01223,-90.73844,0.0,352.6,276.0,SAFETY CHALLENGER,,WDI4822,52.0,12.0,22.0,10.0,2.8,52.0,A
366993270,2024-01-01 00:00:03,29.75835,-95.0981,0.2,131.9,297.0,DANIELLE GUIDRY,,WDC2442,31.0,0.0,17.0,7.0,2.0,57.0,A
367542650,2024-01-01 00:00:00,29.179,-89.25809,0.0,345.8,247.0,RIVER PILOT,,WDG5036,50.0,15.0,16.0,3.0,0.0,50.0,A
367002580,2024-01-01 00:00:07,29.78993,-93.32345,0.0,360.0,123.0,LUCY MAY,IMO0197533,WDC3098,31.0,0.0,22.0,8.0,2.7,56.0,A
368344230,2024-01-01 00:00:04,35.0401,-76.66773,0.0,0.0,511.0,MALIBU MOON,IMO0000000,WDP3307,36.0,,12.0,4.0,,,B
